business_used_car_id,created_at,deleted_at,modified_at,description,car_transmission_kind,company_service_type,color,distance,fuel,image_src,model_option,model_year,name,passengers,member_id
425,2021-06-18 01:20:41,2021-09-13 05:28:12,2021-03-06 11:15:40,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",AUTOMATIC,CHANGE,Indigo,45,DIESEL,http://dummyimage.com/120x358.png/dddddd/000000,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum,2007,RS4,6,512
426,2021-02-03 16:41:40,2021-08-20 11:50:42,2021-01-10 12:55:02,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",AUTOMATIC,CHANGE,Purple,97,DIESEL,http://dummyimage.com/118x363.png/5fa2dd/ffffff,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,2005,Escalade ESV,10,488
427,2021-03-13 13:19:05,2021-03-30 18:20:48,2021-05-24 23:57:42,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",AUTOMATIC,DIRECTTRADE,Maroon,81,GAS,http://dummyimage.com/120x183.png/5fa2dd/ffffff,ultrices phasellus id sapien in sapien iaculis congue vivamus metus,1994,Grand Voyager,10,256
428,2021-08-30 21:55:03,2021-06-16 03:47:24,2021-07-30 13:42:35,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",AUTOMATIC,CHANGE,Khaki,14,GASOLINE,http://dummyimage.com/121x366.png/5fa2dd/ffffff,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam,2006,Relay,3,131
429,2021-08-12 09:12:48,2021-08-09 03:55:57,2021-09-14 04:56:18,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",AUTOMATIC,SALE,Green,91,GAS,http://dummyimage.com/232x287.png/5fa2dd/ffffff,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit,2003,A6,1,16
430,2021-03-26 08:30:30,2021-04-28 08:17:03,2021-08-15 12:31:22,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",AUTOMATIC,CHANGE,Turquoise,99,GASOLINE,http://dummyimage.com/168x338.png/dddddd/000000,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula,2008,Continental,7,932
431,2021-06-22 16:15:43,2021-07-18 21:47:39,2021-06-05 01:38:02,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,STICK,SALE,Maroon,77,DIESEL,http://dummyimage.com/160x293.png/cc0000/ffffff,ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat,1993,Dynasty,1,630
432,2021-01-15 05:09:57,2021-01-03 21:57:49,2021-05-28 01:39:10,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",STICK,CHANGE,Blue,35,GAS,http://dummyimage.com/141x373.png/cc0000/ffffff,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,2009,RX-8,9,97
433,2021-03-23 01:03:10,2021-01-20 20:23:52,2021-07-08 19:44:21,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",STICK,DIRECTTRADE,Turquoise,44,GAS,http://dummyimage.com/161x294.png/dddddd/000000,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede,1997,Suburban 2500,2,865
434,2021-09-02 15:25:59,2021-08-07 08:12:22,2021-08-13 14:42:46,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",STICK,SALE,Fuscia,48,DIESEL,http://dummyimage.com/119x256.png/ff4444/ffffff,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque,2009,Yukon XL 2500,9,109
435,2021-04-07 18:41:20,2021-09-11 14:16:16,2021-01-29 11:05:24,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",STICK,DIRECTTRADE,Orange,45,DIESEL,http://dummyimage.com/211x136.png/cc0000/ffffff,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate,2011,Yukon XL 1500,8,580
436,2021-01-14 09:29:40,2021-08-07 11:29:47,2021-02-17 19:10:36,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",AUTOMATIC,DIRECTTRADE,Blue,99,GAS,http://dummyimage.com/124x366.png/5fa2dd/ffffff,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla,2008,Acadia,9,307
437,2021-08-01 20:05:46,2021-04-03 01:48:09,2021-05-01 00:25:33,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",AUTOMATIC,SALE,Purple,49,GAS,http://dummyimage.com/163x349.png/cc0000/ffffff,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla,2000,Tracker,5,831
438,2021-05-31 23:05:19,2021-07-22 22:12:39,2021-07-28 18:55:37,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,AUTOMATIC,DIRECTTRADE,Goldenrod,74,GAS,http://dummyimage.com/217x330.png/dddddd/000000,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla,1995,riolet,5,884
439,2021-08-06 16:23:45,2021-04-21 09:54:11,2021-06-05 15:32:04,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",STICK,SALE,Maroon,75,GASOLINE,http://dummyimage.com/174x147.png/5fa2dd/ffffff,pede justo eu massa donec dapibus duis at velit eu,1998,Cutlass,6,411
440,2021-05-19 11:42:17,2021-04-28 03:23:49,2021-01-13 19:24:49,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",STICK,SALE,Maroon,62,DIESEL,http://dummyimage.com/129x371.png/5fa2dd/ffffff,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi,2008,S4,10,118
441,2021-03-02 13:18:59,2021-09-04 21:22:30,2021-04-04 03:56:58,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",STICK,SALE,Goldenrod,51,DIESEL,http://dummyimage.com/126x105.png/ff4444/ffffff,eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices,1996,XJ Series,9,8
442,2021-08-13 20:26:29,2021-06-14 20:52:33,2021-06-26 13:30:22,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",STICK,DIRECTTRADE,Orange,70,GASOLINE,http://dummyimage.com/210x371.png/dddddd/000000,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et,2009,599 GTB Fiorano,6,360
443,2021-06-13 13:41:40,2021-06-13 22:21:56,2021-04-18 03:30:43,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",AUTOMATIC,SALE,Yellow,30,DIESEL,http://dummyimage.com/181x272.png/dddddd/000000,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at,2000,Tracker,7,380
444,2021-01-09 18:47:12,2021-06-14 00:18:48,2021-05-28 12:12:01,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",STICK,DIRECTTRADE,Goldenrod,96,DIESEL,http://dummyimage.com/240x174.png/ff4444/ffffff,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,1986,Cougar,9,553
445,2021-06-18 21:34:04,2021-06-10 04:52:37,2021-03-20 18:50:31,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",AUTOMATIC,DIRECTTRADE,Pink,48,DIESEL,http://dummyimage.com/146x156.png/ff4444/ffffff,suscipit a feugiat et eros vestibulum ac est lacinia nisi,2006,i-Series,1,202
446,2021-05-20 00:47:55,2021-06-07 14:56:11,2021-08-08 17:32:30,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",AUTOMATIC,SALE,Maroon,37,GASOLINE,http://dummyimage.com/133x205.png/dddddd/000000,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem,1981,Grand Prix,6,64
447,2021-08-28 15:20:23,2021-05-25 02:31:04,2021-05-24 04:06:31,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",AUTOMATIC,SALE,Yellow,31,GAS,http://dummyimage.com/119x298.png/ff4444/ffffff,erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,2003,S40,10,137
448,2021-07-07 08:18:02,2021-03-07 11:02:56,2021-08-18 14:44:18,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",STICK,SALE,Violet,10,DIESEL,http://dummyimage.com/127x112.png/dddddd/000000,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim,2005,F150,5,186
449,2021-09-12 12:12:21,2021-04-04 13:19:52,2021-08-11 12:01:05,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",STICK,CHANGE,Teal,64,DIESEL,http://dummyimage.com/100x149.png/cc0000/ffffff,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem,1992,Elantra,7,554
450,2021-03-24 11:06:00,2021-07-16 01:30:00,2021-06-09 10:56:03,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",AUTOMATIC,SALE,Goldenrod,39,DIESEL,http://dummyimage.com/208x241.png/dddddd/000000,erat quisque erat eros viverra eget congue eget semper rutrum,2010,Armada,5,600
451,2021-02-21 22:56:01,2021-02-17 04:22:07,2021-01-15 14:47:29,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",AUTOMATIC,CHANGE,Mauv,82,GASOLINE,http://dummyimage.com/160x388.png/dddddd/000000,nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo,1999,LX,6,380
452,2021-06-03 17:26:30,2021-03-03 18:42:01,2021-02-06 19:29:42,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",STICK,DIRECTTRADE,Puce,3,DIESEL,http://dummyimage.com/155x350.png/dddddd/000000,donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id,1997,NSX,1,96
453,2021-06-08 04:22:05,2021-07-12 18:36:11,2021-04-21 11:32:23,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",AUTOMATIC,CHANGE,Maroon,38,GASOLINE,http://dummyimage.com/107x108.png/5fa2dd/ffffff,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra,2000,Tahoe,7,813
454,2021-07-18 14:42:33,2021-07-14 15:56:51,2021-06-28 13:52:13,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,AUTOMATIC,DIRECTTRADE,Turquoise,58,GASOLINE,http://dummyimage.com/126x294.png/dddddd/000000,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium,1999,300M,3,516
455,2021-06-05 06:37:59,2021-01-15 01:07:17,2021-05-15 09:41:02,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,AUTOMATIC,SALE,Crimson,29,GAS,http://dummyimage.com/240x179.png/5fa2dd/ffffff,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper,2007,Mazda3,7,111
456,2021-06-26 19:25:34,2021-05-30 21:12:49,2021-08-29 14:21:18,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",AUTOMATIC,DIRECTTRADE,Teal,98,GASOLINE,http://dummyimage.com/246x364.png/dddddd/000000,auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras,1998,Regal,7,168
457,2021-01-23 15:11:31,2021-06-17 02:54:45,2021-07-07 21:12:50,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",AUTOMATIC,SALE,Puce,4,GASOLINE,http://dummyimage.com/243x286.png/5fa2dd/ffffff,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia,2002,S-Series,8,348
458,2021-09-11 01:32:57,2021-03-11 21:34:44,2021-06-23 20:57:06,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",STICK,DIRECTTRADE,Puce,11,GASOLINE,http://dummyimage.com/234x184.png/cc0000/ffffff,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus,1994,Ram,10,790
459,2021-09-22 20:19:44,2021-08-14 19:37:50,2021-05-15 06:25:39,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",STICK,DIRECTTRADE,Orange,79,GAS,http://dummyimage.com/186x306.png/ff4444/ffffff,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate,2010,Equinox,1,983
460,2021-07-06 19:26:49,2021-03-04 20:09:43,2021-08-19 00:59:32,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",STICK,CHANGE,Violet,99,GAS,http://dummyimage.com/234x332.png/ff4444/ffffff,ligula nec sem duis aliquam convallis nunc proin at turpis a pede,2012,S-Class,8,738
461,2021-07-10 21:54:10,2021-04-22 23:56:55,2021-04-05 12:52:51,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",AUTOMATIC,DIRECTTRADE,Puce,51,DIESEL,http://dummyimage.com/112x261.png/dddddd/000000,at nunc commodo placerat praesent blandit nam nulla integer pede justo,2006,Tacoma,1,560
462,2021-02-07 19:51:06,2021-03-01 19:57:02,2021-08-06 00:11:09,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",STICK,CHANGE,Mauv,58,GAS,http://dummyimage.com/119x219.png/5fa2dd/ffffff,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat,2003,Impala,7,672
463,2021-08-13 12:38:11,2021-08-03 17:21:17,2021-08-30 12:35:48,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,AUTOMATIC,DIRECTTRADE,Fuscia,26,GAS,http://dummyimage.com/147x295.png/cc0000/ffffff,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla,2004,S2000,8,652
464,2021-03-02 12:51:52,2021-03-05 04:36:58,2021-04-17 05:44:28,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",AUTOMATIC,DIRECTTRADE,Fuscia,84,DIESEL,http://dummyimage.com/173x106.png/5fa2dd/ffffff,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus,2000,Eurovan,3,941
465,2021-08-21 08:00:20,2021-08-27 03:16:56,2021-04-09 15:03:21,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",AUTOMATIC,DIRECTTRADE,Turquoise,51,GAS,http://dummyimage.com/103x226.png/ff4444/ffffff,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,2006,A4,6,130
466,2021-07-07 02:38:42,2021-02-20 20:51:54,2021-03-29 14:44:55,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",STICK,CHANGE,Maroon,56,DIESEL,http://dummyimage.com/179x370.png/5fa2dd/ffffff,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,2006,A8,6,661
467,2021-04-22 05:56:48,2021-01-27 02:35:07,2021-03-05 09:47:18,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",AUTOMATIC,CHANGE,Blue,27,GASOLINE,http://dummyimage.com/234x269.png/dddddd/000000,turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut,2011,Continental GTC,1,389
468,2021-02-02 18:00:04,2021-06-06 23:43:43,2021-05-04 02:16:50,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",STICK,SALE,Mauv,90,GASOLINE,http://dummyimage.com/192x131.png/ff4444/ffffff,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate,1999,Silverado 1500,3,285
469,2021-01-06 23:52:28,2021-05-24 02:27:28,2021-08-31 05:40:47,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",AUTOMATIC,CHANGE,Aquamarine,21,GASOLINE,http://dummyimage.com/216x333.png/5fa2dd/ffffff,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum,1987,RX-7,4,18
470,2021-02-04 12:00:59,2021-09-06 21:37:00,2021-05-23 19:11:47,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,AUTOMATIC,CHANGE,Goldenrod,77,GAS,http://dummyimage.com/179x207.png/cc0000/ffffff,dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut,1992,Coachbuilder,2,722
471,2021-02-19 00:27:37,2021-01-02 20:50:57,2021-06-23 17:23:56,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",STICK,DIRECTTRADE,Orange,45,GASOLINE,http://dummyimage.com/168x186.png/ff4444/ffffff,ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,2009,Veyron,2,928
472,2021-02-13 02:59:57,2021-04-10 18:13:19,2021-02-24 03:25:11,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,STICK,SALE,Violet,9,GASOLINE,http://dummyimage.com/243x204.png/cc0000/ffffff,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus,2000,TL,1,977
473,2021-05-31 05:59:53,2021-09-10 05:14:22,2021-07-01 02:53:54,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",STICK,CHANGE,Red,74,DIESEL,http://dummyimage.com/138x395.png/ff4444/ffffff,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit,2010,4Runner,5,62
474,2021-02-27 07:06:55,2021-05-09 01:41:20,2021-03-25 16:37:38,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",AUTOMATIC,CHANGE,Orange,42,GASOLINE,http://dummyimage.com/230x170.png/cc0000/ffffff,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu,1994,Impala SS,7,91
475,2021-08-21 08:49:45,2021-05-01 06:31:26,2021-06-25 17:43:58,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",AUTOMATIC,CHANGE,Pink,38,GAS,http://dummyimage.com/215x276.png/5fa2dd/ffffff,risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum,2009,CTS-V,5,184
