company_car_id,created_at,deleted_at,modified_at,car_transmission_kind,color,distance,fuel,image_src,model_option,model_year,name,passengers,admin_id
527,2021-05-02 03:45:50,2021-09-14 01:24:59,2021-07-18 03:08:56,STICK,Khaki,30,GASOLINE,http://dummyimage.com/197x128.png/dddddd/000000,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis,1998,Expedition,6,489
528,2021-01-20 06:30:53,2021-08-26 09:35:27,2021-02-19 01:36:07,AUTOMATIC,Red,65,GAS,http://dummyimage.com/153x245.png/dddddd/000000,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus,2009,Rio,2,835
529,2021-04-22 18:46:28,2021-06-14 03:03:54,2021-03-15 02:41:22,STICK,Crimson,45,GAS,http://dummyimage.com/204x253.png/dddddd/000000,accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas,1995,Legend,5,290
530,2021-07-19 08:34:58,2021-04-03 03:01:11,2021-06-26 21:48:34,STICK,Crimson,63,DIESEL,http://dummyimage.com/103x216.png/ff4444/ffffff,ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien,2010,Passat,3,238
531,2021-03-23 21:02:20,2021-06-10 14:01:01,2021-08-25 22:10:27,AUTOMATIC,Turquoise,43,DIESEL,http://dummyimage.com/200x249.png/cc0000/ffffff,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit,2007,Esperante,5,103
532,2021-01-18 14:08:26,2021-08-14 09:55:42,2021-03-12 08:04:01,STICK,Purple,88,GAS,http://dummyimage.com/155x237.png/5fa2dd/ffffff,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa,1997,S90,9,415
533,2021-04-11 08:34:08,2021-03-20 04:33:35,2021-09-20 20:48:52,STICK,Mauv,82,GAS,http://dummyimage.com/225x167.png/cc0000/ffffff,ipsum aliquam non mauris morbi non lectus aliquam sit amet,2010,Galant,6,467
534,2021-02-27 21:12:39,2021-06-23 18:36:26,2021-07-08 17:29:36,STICK,Pink,55,DIESEL,http://dummyimage.com/177x369.png/ff4444/ffffff,platea dictumst morbi vestibulum velit id pretium iaculis diam erat,2011,Ranger,3,370
535,2021-07-09 21:15:34,2021-06-08 19:18:08,2021-05-02 21:29:56,AUTOMATIC,Teal,59,GASOLINE,http://dummyimage.com/208x253.png/5fa2dd/ffffff,orci mauris lacinia sapien quis libero nullam sit amet turpis elementum,2009,Caliber,6,600
536,2021-01-09 11:35:56,2021-03-18 13:36:02,2021-06-09 17:55:35,AUTOMATIC,Maroon,99,DIESEL,http://dummyimage.com/198x141.png/dddddd/000000,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor,1984,Skyhawk,6,679
537,2021-03-09 11:26:49,2021-08-10 04:46:27,2021-03-29 08:42:01,AUTOMATIC,Goldenrod,82,GAS,http://dummyimage.com/108x364.png/dddddd/000000,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan,1994,Roadmaster,1,582
538,2021-08-15 00:34:53,2021-02-20 17:19:24,2021-01-26 02:31:04,AUTOMATIC,Aquamarine,53,GAS,http://dummyimage.com/220x271.png/ff4444/ffffff,nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam,2005,Sierra 1500,5,799
539,2021-01-29 19:31:26,2021-01-18 02:20:00,2021-03-09 16:32:55,AUTOMATIC,Khaki,27,GAS,http://dummyimage.com/250x236.png/ff4444/ffffff,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in,1997,SL-Class,9,872
540,2021-01-28 23:06:15,2021-05-15 02:08:13,2021-03-27 12:13:30,STICK,Maroon,9,GASOLINE,http://dummyimage.com/236x379.png/ff4444/ffffff,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae,2008,Eos,1,209
541,2021-07-20 22:05:38,2021-08-26 19:02:55,2021-06-18 09:59:55,AUTOMATIC,Teal,46,GAS,http://dummyimage.com/220x316.png/cc0000/ffffff,aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum,2012,1500,4,860
542,2021-09-16 21:18:15,2021-03-29 11:08:29,2021-03-02 05:56:22,AUTOMATIC,Mauv,35,GASOLINE,http://dummyimage.com/192x200.png/5fa2dd/ffffff,lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea,2004,Xterra,6,249
543,2021-04-12 00:05:43,2021-06-13 17:53:30,2021-02-20 01:47:00,AUTOMATIC,Goldenrod,98,DIESEL,http://dummyimage.com/123x365.png/cc0000/ffffff,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam,2011,GranTurismo,9,61
544,2021-01-11 07:23:57,2021-07-28 17:58:15,2021-07-13 05:19:45,STICK,Violet,51,GAS,http://dummyimage.com/216x373.png/5fa2dd/ffffff,amet turpis elementum ligula vehicula consequat morbi a ipsum integer,2006,xB,8,457
545,2021-06-29 13:51:21,2021-08-20 01:35:32,2021-02-23 05:01:41,STICK,Goldenrod,10,GAS,http://dummyimage.com/230x342.png/5fa2dd/ffffff,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis,2003,Seville,10,597
546,2021-03-10 20:31:44,2021-03-27 13:11:05,2021-03-17 16:58:30,STICK,Blue,64,GASOLINE,http://dummyimage.com/200x273.png/cc0000/ffffff,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat,1990,Skylark,1,569
547,2021-09-07 20:25:44,2021-06-18 16:41:08,2021-04-01 09:00:18,AUTOMATIC,Mauv,84,GASOLINE,http://dummyimage.com/152x312.png/ff4444/ffffff,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in,2012,CT,1,796
548,2021-02-15 10:17:39,2021-02-23 20:17:53,2021-07-06 06:07:17,STICK,Goldenrod,95,GAS,http://dummyimage.com/243x184.png/cc0000/ffffff,suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis,2005,Accent,8,806
549,2021-06-03 20:12:10,2021-07-01 15:11:13,2021-02-11 16:19:33,AUTOMATIC,Pink,1,GASOLINE,http://dummyimage.com/168x246.png/cc0000/ffffff,ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti,2006,Sedona,1,738
550,2021-02-07 02:29:32,2021-05-17 22:30:14,2021-02-09 07:03:41,AUTOMATIC,Pink,64,GAS,http://dummyimage.com/231x222.png/ff4444/ffffff,nam dui proin leo odio porttitor id consequat in consequat ut nulla,1997,Vision,8,758
551,2021-09-12 02:25:23,2021-03-31 05:20:49,2021-05-02 13:16:09,STICK,Indigo,13,DIESEL,http://dummyimage.com/104x167.png/5fa2dd/ffffff,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel,1998,V70,9,510
552,2021-02-23 22:53:58,2021-09-14 16:05:55,2021-07-21 10:21:00,STICK,Yellow,24,GAS,http://dummyimage.com/133x163.png/5fa2dd/ffffff,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,2002,Ram 3500,6,215
553,2021-08-30 06:49:27,2021-01-10 14:21:52,2021-01-13 14:01:19,STICK,Fuscia,17,GASOLINE,http://dummyimage.com/153x148.png/ff4444/ffffff,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu,1990,Regal,3,120
554,2021-01-31 21:59:00,2021-01-05 16:11:34,2021-08-25 12:22:02,STICK,Khaki,55,GASOLINE,http://dummyimage.com/246x326.png/5fa2dd/ffffff,ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam,2012,Prius,1,33
555,2021-03-23 13:14:15,2021-07-05 02:28:02,2021-04-02 15:22:08,STICK,Pink,98,DIESEL,http://dummyimage.com/240x219.png/dddddd/000000,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero,1988,E-Class,4,709
556,2021-02-21 21:27:04,2021-09-09 14:59:42,2021-03-28 01:17:22,STICK,Purple,40,DIESEL,http://dummyimage.com/181x323.png/ff4444/ffffff,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien,2011,Escalade,10,744
557,2021-08-03 17:06:06,2021-04-16 17:37:46,2021-08-03 01:31:15,STICK,Maroon,45,GASOLINE,http://dummyimage.com/157x248.png/ff4444/ffffff,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget,2004,GTI,3,401
558,2021-03-11 15:35:57,2021-06-14 20:51:31,2021-09-23 09:01:08,AUTOMATIC,Orange,60,GAS,http://dummyimage.com/142x131.png/5fa2dd/ffffff,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,2010,Outback,4,390
559,2021-04-15 08:33:14,2021-03-23 19:14:02,2021-01-07 04:34:51,AUTOMATIC,Khaki,17,DIESEL,http://dummyimage.com/143x364.png/dddddd/000000,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,1991,300ZX,8,463
560,2021-08-18 14:16:03,2021-08-30 14:56:49,2021-05-01 05:44:47,AUTOMATIC,Maroon,56,GAS,http://dummyimage.com/198x319.png/dddddd/000000,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut,1990,Firefly,5,19
561,2021-03-23 10:41:31,2021-04-18 02:44:10,2021-03-30 09:19:29,STICK,Green,48,GAS,http://dummyimage.com/213x347.png/5fa2dd/ffffff,sapien sapien non mi integer ac neque duis bibendum morbi non quam,2007,H3,5,172
562,2021-03-29 14:01:00,2021-02-28 02:55:14,2021-07-03 18:36:41,AUTOMATIC,Orange,91,GASOLINE,http://dummyimage.com/102x219.png/dddddd/000000,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,2006,550,9,425
563,2021-04-06 05:33:35,2021-06-18 20:08:40,2021-05-02 21:35:44,AUTOMATIC,Teal,100,DIESEL,http://dummyimage.com/194x144.png/ff4444/ffffff,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere,2008,Edge,4,259
564,2021-01-17 06:14:12,2021-06-30 16:13:39,2021-01-14 21:04:05,STICK,Khaki,53,GAS,http://dummyimage.com/235x367.png/ff4444/ffffff,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,1995,Millenia,3,103
565,2021-05-25 21:24:45,2021-04-19 23:06:00,2021-08-09 06:37:32,AUTOMATIC,Fuscia,5,GASOLINE,http://dummyimage.com/227x253.png/ff4444/ffffff,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus,2004,Spyder,3,472
566,2021-06-26 22:28:39,2021-08-02 13:24:34,2021-01-19 22:49:00,STICK,Maroon,43,GAS,http://dummyimage.com/100x252.png/ff4444/ffffff,at velit eu est congue elementum in hac habitasse platea dictumst morbi,2011,Avalon,8,90
567,2021-01-20 16:00:46,2021-02-27 16:13:42,2021-04-15 19:47:18,STICK,Violet,99,GAS,http://dummyimage.com/197x352.png/cc0000/ffffff,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,1991,RX-7,3,469
568,2021-09-13 00:35:10,2021-07-20 22:33:50,2021-09-21 08:54:09,AUTOMATIC,Indigo,99,DIESEL,http://dummyimage.com/105x184.png/5fa2dd/ffffff,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus,2006,5 Series,8,948
569,2021-05-24 17:30:17,2021-08-28 16:12:45,2021-09-03 08:58:47,STICK,Crimson,9,DIESEL,http://dummyimage.com/191x254.png/cc0000/ffffff,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum,2004,Monterey,6,372
570,2021-05-28 06:32:48,2021-03-14 17:09:34,2021-02-13 13:34:25,AUTOMATIC,Blue,64,GAS,http://dummyimage.com/131x105.png/5fa2dd/ffffff,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum,1988,5000CS,7,769
571,2021-05-03 02:14:51,2021-07-01 15:05:05,2021-01-04 17:31:24,AUTOMATIC,Fuscia,45,GASOLINE,http://dummyimage.com/106x317.png/dddddd/000000,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi,2007,GX,2,908
572,2021-01-23 22:49:16,2021-04-19 21:26:22,2021-08-26 10:59:56,AUTOMATIC,Crimson,7,GAS,http://dummyimage.com/183x246.png/cc0000/ffffff,dolor sit amet consectetuer adipiscing elit proin interdum mauris non,1995,Legacy,9,829
573,2021-06-07 22:11:41,2021-05-18 05:40:34,2021-01-10 23:15:45,STICK,Turquoise,92,DIESEL,http://dummyimage.com/112x320.png/ff4444/ffffff,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,2002,Santa Fe,5,282
574,2021-02-23 20:16:30,2021-06-28 15:38:22,2021-04-16 21:27:16,STICK,Yellow,81,GAS,http://dummyimage.com/101x314.png/ff4444/ffffff,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat,2006,LS,6,826
575,2021-08-17 05:17:00,2021-01-30 20:30:45,2021-04-04 00:03:18,STICK,Turquoise,4,GAS,http://dummyimage.com/118x201.png/dddddd/000000,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio,2008,Malibu,4,199
576,2021-08-14 07:49:48,2021-02-19 13:43:51,2021-09-13 17:57:29,AUTOMATIC,Khaki,92,GASOLINE,http://dummyimage.com/105x112.png/cc0000/ffffff,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis,2011,Fiesta,9,998
577,2021-06-16 16:34:32,2021-09-05 02:33:58,2021-05-16 17:43:56,STICK,Indigo,71,GAS,http://dummyimage.com/142x269.png/dddddd/000000,augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst,2002,Explorer,5,78
578,2021-03-21 22:08:30,2021-02-22 08:20:09,2021-07-06 01:54:57,AUTOMATIC,Violet,65,DIESEL,http://dummyimage.com/185x179.png/cc0000/ffffff,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc,2001,Trooper,8,410
579,2021-03-19 22:11:49,2021-07-21 08:48:17,2021-05-20 14:40:32,AUTOMATIC,Goldenrod,89,GASOLINE,http://dummyimage.com/200x145.png/cc0000/ffffff,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci,1991,900,10,817
580,2021-04-09 19:41:26,2021-03-22 08:31:41,2021-09-20 00:47:51,AUTOMATIC,Yellow,64,GASOLINE,http://dummyimage.com/198x259.png/ff4444/ffffff,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta,2006,Mountaineer,10,406
581,2021-06-29 22:59:33,2021-03-19 04:37:47,2021-01-21 21:12:32,AUTOMATIC,Aquamarine,47,GASOLINE,http://dummyimage.com/103x262.png/ff4444/ffffff,auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede,2000,Lumina,5,196
582,2021-09-09 09:33:14,2021-06-11 04:52:38,2021-04-26 06:48:00,AUTOMATIC,Yellow,22,DIESEL,http://dummyimage.com/190x210.png/cc0000/ffffff,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,2010,CTS,6,832
583,2021-01-02 11:57:16,2021-03-27 15:01:57,2021-09-01 01:21:41,STICK,Yellow,74,DIESEL,http://dummyimage.com/150x182.png/ff4444/ffffff,parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor,2011,G-Class,8,140
584,2021-07-25 08:55:33,2021-08-17 04:34:45,2021-04-01 22:25:00,STICK,Blue,9,DIESEL,http://dummyimage.com/231x108.png/dddddd/000000,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque,1998,Express 1500,4,786
585,2021-08-22 13:41:54,2021-07-31 09:57:06,2021-05-14 09:44:33,STICK,Crimson,53,DIESEL,http://dummyimage.com/130x215.png/ff4444/ffffff,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,1996,B-Series,6,305
586,2021-05-19 09:36:35,2021-03-25 14:52:28,2021-07-06 17:56:54,STICK,Fuscia,1,DIESEL,http://dummyimage.com/235x125.png/ff4444/ffffff,luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est,2002,Suburban 1500,1,245
587,2021-08-03 10:23:14,2021-05-30 20:42:48,2021-01-02 00:37:37,STICK,Teal,30,DIESEL,http://dummyimage.com/237x207.png/ff4444/ffffff,convallis nunc proin at turpis a pede posuere nonummy integer non velit donec,1996,Seville,4,465
588,2021-05-02 17:53:07,2021-05-25 05:11:48,2021-03-31 16:09:50,AUTOMATIC,Aquamarine,75,GASOLINE,http://dummyimage.com/119x299.png/dddddd/000000,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet,1995,B-Series Plus,9,851
589,2021-02-09 01:19:56,2021-05-20 12:25:16,2021-06-18 11:53:52,STICK,Pink,51,DIESEL,http://dummyimage.com/139x140.png/5fa2dd/ffffff,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus,2005,Aviator,4,730
590,2021-06-20 09:59:44,2021-05-14 01:22:44,2021-08-20 16:05:16,AUTOMATIC,Indigo,52,GAS,http://dummyimage.com/239x199.png/cc0000/ffffff,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis,2002,Aurora,6,719
591,2021-03-08 12:03:40,2021-06-21 23:09:13,2021-02-20 10:48:35,AUTOMATIC,Green,37,GASOLINE,http://dummyimage.com/177x308.png/cc0000/ffffff,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea,2010,Yukon XL 2500,5,413
592,2021-03-09 16:09:14,2021-08-25 14:36:46,2021-03-10 16:16:41,STICK,Yellow,9,GAS,http://dummyimage.com/174x337.png/cc0000/ffffff,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum,2006,Express 3500,8,796
593,2021-08-24 08:00:32,2021-02-06 21:36:10,2021-01-17 00:27:16,STICK,Fuscia,89,GASOLINE,http://dummyimage.com/224x140.png/dddddd/000000,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum,1991,Legacy,6,714
594,2021-05-13 16:03:36,2021-02-28 16:07:41,2021-02-10 02:20:32,STICK,Maroon,48,GAS,http://dummyimage.com/232x183.png/ff4444/ffffff,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis,1996,Esteem,10,915
595,2021-05-08 09:34:54,2021-03-03 16:18:16,2021-07-03 05:55:42,AUTOMATIC,Aquamarine,37,GAS,http://dummyimage.com/225x350.png/5fa2dd/ffffff,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat,2003,TT,5,528
596,2021-02-04 06:52:10,2021-08-01 14:14:04,2021-09-23 11:22:36,STICK,Fuscia,94,DIESEL,http://dummyimage.com/239x269.png/dddddd/000000,duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo,2008,tC,1,619
597,2021-02-12 04:22:50,2021-07-31 15:51:48,2021-04-06 23:31:49,STICK,Teal,53,GAS,http://dummyimage.com/208x101.png/cc0000/ffffff,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis,2011,Eos,3,609
598,2021-07-15 23:23:38,2021-01-15 08:23:43,2021-06-07 06:11:35,STICK,Aquamarine,7,GASOLINE,http://dummyimage.com/245x240.png/ff4444/ffffff,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis,1997,GS,8,62
599,2021-04-30 09:36:54,2021-08-01 01:15:52,2021-01-24 08:39:07,AUTOMATIC,Khaki,92,DIESEL,http://dummyimage.com/250x307.png/dddddd/000000,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu,1986,Bronco,7,124
600,2021-06-09 12:25:56,2021-04-25 05:03:00,2021-02-12 10:15:08,STICK,Maroon,11,GAS,http://dummyimage.com/194x129.png/dddddd/000000,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget,2011,3500,8,431
601,2021-04-06 11:26:41,2021-03-22 08:54:59,2021-03-29 07:02:24,STICK,Orange,35,DIESEL,http://dummyimage.com/198x250.png/dddddd/000000,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,2000,Trooper,2,907
602,2021-05-21 06:18:47,2021-01-13 15:21:12,2021-05-12 06:19:10,STICK,Teal,30,DIESEL,http://dummyimage.com/170x228.png/5fa2dd/ffffff,neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras,2002,Blackwood,7,718
603,2021-05-01 12:16:16,2021-08-08 14:38:37,2021-01-20 10:18:58,STICK,Violet,91,GAS,http://dummyimage.com/236x228.png/dddddd/000000,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,1997,Diamante,1,477
604,2021-08-28 21:57:31,2021-07-15 21:15:52,2021-03-03 17:25:54,STICK,Teal,80,GAS,http://dummyimage.com/183x202.png/dddddd/000000,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor,1997,Paseo,8,839
605,2021-08-15 23:44:41,2021-06-14 09:09:02,2021-08-12 12:59:21,AUTOMATIC,Orange,22,GASOLINE,http://dummyimage.com/189x311.png/5fa2dd/ffffff,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus,2008,S2000,10,459
606,2021-08-28 08:15:43,2021-02-23 15:55:46,2021-03-08 20:41:02,STICK,Yellow,29,GASOLINE,http://dummyimage.com/122x260.png/ff4444/ffffff,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,2013,CX-5,6,168
607,2021-05-06 03:59:54,2021-05-04 21:01:28,2021-02-14 08:19:03,STICK,Violet,46,DIESEL,http://dummyimage.com/134x136.png/cc0000/ffffff,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in,2008,Highlander,4,864
608,2021-03-28 02:16:29,2021-01-01 18:09:39,2021-06-04 20:07:17,STICK,Goldenrod,64,DIESEL,http://dummyimage.com/196x154.png/5fa2dd/ffffff,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,2011,S40,3,293
609,2021-06-20 06:01:34,2021-02-01 21:47:27,2021-05-14 19:48:54,AUTOMATIC,Blue,83,GASOLINE,http://dummyimage.com/129x303.png/ff4444/ffffff,in ante vestibulum ante ipsum primis in faucibus orci luctus et,2006,MX-5,8,962
610,2021-03-29 20:10:01,2021-04-15 09:57:52,2021-01-17 00:19:35,STICK,Aquamarine,31,GASOLINE,http://dummyimage.com/155x336.png/ff4444/ffffff,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus,1988,Cordia,8,546
611,2021-05-14 21:46:28,2021-02-23 08:07:42,2021-07-23 07:47:38,AUTOMATIC,Crimson,25,GAS,http://dummyimage.com/240x367.png/5fa2dd/ffffff,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque,1996,Range Rover,8,934
612,2021-04-25 00:11:37,2021-07-30 09:32:06,2021-05-06 02:42:14,AUTOMATIC,Indigo,17,DIESEL,http://dummyimage.com/176x197.png/ff4444/ffffff,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque,1992,1500 Club Coupe,1,525
613,2021-08-17 22:20:35,2021-08-19 03:51:10,2021-07-08 12:51:43,AUTOMATIC,Red,46,GASOLINE,http://dummyimage.com/204x152.png/5fa2dd/ffffff,eu massa donec dapibus duis at velit eu est congue,2006,i-Series,5,410
614,2021-02-17 20:06:11,2021-04-29 07:22:37,2021-02-14 11:57:34,AUTOMATIC,Orange,20,DIESEL,http://dummyimage.com/200x166.png/cc0000/ffffff,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem,1992,Ramcharger,10,326
615,2021-03-15 08:10:54,2021-05-28 12:26:13,2021-03-15 15:40:12,AUTOMATIC,Puce,74,DIESEL,http://dummyimage.com/121x358.png/5fa2dd/ffffff,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est,2012,SLS-Class,1,468
616,2021-03-30 04:55:50,2021-01-07 03:59:16,2021-01-29 10:06:47,STICK,Turquoise,13,GASOLINE,http://dummyimage.com/137x287.png/5fa2dd/ffffff,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna,1986,Passat,3,487
617,2021-04-12 17:45:16,2021-01-23 16:18:01,2021-05-02 07:21:22,AUTOMATIC,Teal,77,GAS,http://dummyimage.com/188x104.png/dddddd/000000,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut,1990,Grand Marquis,10,160
618,2021-01-31 08:28:50,2021-05-28 11:43:56,2021-02-20 02:39:25,AUTOMATIC,Indigo,86,DIESEL,http://dummyimage.com/247x368.png/ff4444/ffffff,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,2007,Sienna,5,48
619,2021-07-25 05:07:14,2021-08-13 23:28:29,2021-02-12 09:59:30,AUTOMATIC,Indigo,86,DIESEL,http://dummyimage.com/184x353.png/ff4444/ffffff,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede,1995,Tercel,5,711
620,2021-08-06 08:40:07,2021-06-30 13:28:16,2021-03-27 05:11:08,STICK,Red,45,GASOLINE,http://dummyimage.com/183x166.png/5fa2dd/ffffff,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit,1995,Contour,8,314
621,2021-01-09 22:36:19,2021-03-25 03:13:52,2021-09-21 09:16:12,STICK,Pink,76,GASOLINE,http://dummyimage.com/208x378.png/5fa2dd/ffffff,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a,2000,Odyssey,2,420
622,2021-06-05 00:31:55,2021-04-22 17:59:25,2021-05-20 08:46:17,AUTOMATIC,Maroon,20,GASOLINE,http://dummyimage.com/131x209.png/cc0000/ffffff,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien,1984,626,3,383
623,2021-04-12 13:22:32,2021-08-05 04:13:16,2021-04-15 19:20:49,STICK,Turquoise,4,DIESEL,http://dummyimage.com/188x344.png/cc0000/ffffff,purus sit amet nulla quisque arcu libero rutrum ac lobortis,1995,E-Series,9,378
624,2021-03-23 06:05:50,2021-06-04 16:32:13,2021-09-05 22:05:20,STICK,Violet,83,GASOLINE,http://dummyimage.com/217x326.png/5fa2dd/ffffff,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec,1998,Prizm,3,807
625,2021-09-11 12:09:36,2021-02-01 16:38:52,2021-04-24 23:58:22,AUTOMATIC,Maroon,63,GAS,http://dummyimage.com/188x233.png/5fa2dd/ffffff,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat,2013,Mazda6,5,66
