car_price_id,created_at,deleted_at,modified_at,car_transmission_kind,color,distance,fuel,image_src,model_option,model_year,name,passengers
493,2021-04-01 03:26:00,2021-02-09 03:27:48,2021-04-15 15:17:57,STICK,Fuscia,65,DIESEL,http://dummyimage.com/147x293.png/dddddd/000000,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,1995,Ram 3500 Club,10
494,2021-08-17 11:52:37,2021-08-24 12:40:46,2021-07-26 14:12:53,STICK,Maroon,71,GAS,http://dummyimage.com/127x236.png/ff4444/ffffff,ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero,1994,3500,5
495,2021-05-31 15:51:45,2021-05-20 06:30:41,2021-02-22 05:15:49,STICK,Goldenrod,26,GAS,http://dummyimage.com/105x160.png/dddddd/000000,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean,2003,RAV4,1
496,2021-01-27 11:38:58,2021-01-28 01:33:26,2021-04-12 11:38:25,STICK,Yellow,32,DIESEL,http://dummyimage.com/244x244.png/5fa2dd/ffffff,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget,1994,B-Series Plus,4
497,2021-09-19 12:17:56,2021-03-21 03:41:57,2021-02-14 02:15:20,AUTOMATIC,Mauv,76,GASOLINE,http://dummyimage.com/165x261.png/ff4444/ffffff,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed,1997,Odyssey,9
498,2021-09-09 09:31:30,2021-01-27 05:11:57,2021-09-04 14:58:46,AUTOMATIC,Aquamarine,14,DIESEL,http://dummyimage.com/134x109.png/5fa2dd/ffffff,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,2008,Mark LT,8
499,2021-08-23 09:56:40,2021-02-12 22:08:09,2021-03-21 15:52:49,AUTOMATIC,Purple,68,GASOLINE,http://dummyimage.com/157x108.png/ff4444/ffffff,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed,1999,Tacoma,8
500,2021-06-18 05:48:02,2021-09-02 06:13:56,2021-01-09 09:54:54,AUTOMATIC,Indigo,42,GAS,http://dummyimage.com/243x232.png/ff4444/ffffff,odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio,2000,Sierra 2500,9
501,2021-04-16 13:36:54,2021-08-14 12:43:50,2021-04-07 14:55:43,AUTOMATIC,Yellow,78,GASOLINE,http://dummyimage.com/171x264.png/cc0000/ffffff,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue,2004,Elantra,4
502,2021-03-10 03:42:38,2021-04-11 16:13:25,2021-09-21 10:00:18,AUTOMATIC,Green,53,DIESEL,http://dummyimage.com/233x291.png/cc0000/ffffff,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus,2009,Tribeca,7
503,2021-01-27 12:56:14,2021-01-23 02:50:30,2021-09-04 14:53:28,STICK,Blue,94,GASOLINE,http://dummyimage.com/113x181.png/cc0000/ffffff,quam pede lobortis ligula sit amet eleifend pede libero quis orci,1986,Town Car,5
504,2021-03-13 19:40:51,2021-09-05 19:44:28,2021-08-23 23:08:43,AUTOMATIC,Indigo,80,GASOLINE,http://dummyimage.com/173x197.png/ff4444/ffffff,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh,1992,Brougham,3
505,2021-08-18 11:19:35,2021-07-23 05:06:39,2021-06-06 13:40:07,STICK,Turquoise,63,GAS,http://dummyimage.com/116x364.png/dddddd/000000,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,2008,3 Series,10
506,2021-05-30 15:37:14,2021-02-14 10:14:20,2021-01-29 11:07:30,AUTOMATIC,Yellow,100,DIESEL,http://dummyimage.com/165x306.png/dddddd/000000,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc,2012,xB,3
507,2021-05-24 07:30:57,2021-06-16 06:52:02,2021-05-10 01:33:47,AUTOMATIC,Yellow,75,GASOLINE,http://dummyimage.com/197x168.png/dddddd/000000,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit,1986,Continental,1
508,2021-02-22 13:46:35,2021-01-24 19:47:02,2021-01-07 02:48:51,STICK,Turquoise,89,GASOLINE,http://dummyimage.com/159x195.png/dddddd/000000,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut,2012,X6,5
509,2021-09-16 01:19:15,2021-02-23 04:46:38,2021-09-24 09:25:56,STICK,Goldenrod,23,GAS,http://dummyimage.com/240x174.png/ff4444/ffffff,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi,1998,Taurus,2
510,2021-09-09 14:48:59,2021-03-26 19:52:56,2021-03-17 15:08:31,STICK,Puce,62,GAS,http://dummyimage.com/136x157.png/ff4444/ffffff,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi,2001,Allroad,6
511,2021-07-31 01:55:37,2021-04-03 16:31:28,2021-02-22 12:59:33,AUTOMATIC,Green,4,GASOLINE,http://dummyimage.com/182x159.png/5fa2dd/ffffff,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat,2010,Prius,6
512,2021-05-02 22:25:53,2021-08-14 15:36:57,2021-03-08 21:16:03,STICK,Fuscia,79,DIESEL,http://dummyimage.com/121x250.png/cc0000/ffffff,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam,2009,Freelander,5
513,2021-05-10 09:54:14,2021-09-07 11:01:50,2021-05-14 15:09:28,STICK,Teal,12,GASOLINE,http://dummyimage.com/242x374.png/ff4444/ffffff,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,2009,Mazdaspeed 3,8
514,2021-01-09 04:31:48,2021-01-28 14:11:55,2021-01-20 13:56:04,AUTOMATIC,Goldenrod,53,GASOLINE,http://dummyimage.com/152x138.png/5fa2dd/ffffff,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,2006,Accord,10
515,2021-09-06 11:36:24,2021-01-11 13:31:38,2021-03-31 17:43:06,AUTOMATIC,Maroon,18,GAS,http://dummyimage.com/196x124.png/5fa2dd/ffffff,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus,2011,Continental Flying Spur,10
516,2021-04-22 19:09:22,2021-08-11 10:12:18,2021-07-06 18:00:26,AUTOMATIC,Pink,74,DIESEL,http://dummyimage.com/102x360.png/dddddd/000000,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat,1997,G-Series 1500,9
517,2021-01-02 19:19:35,2021-03-22 06:53:25,2021-07-23 14:52:44,STICK,Blue,67,DIESEL,http://dummyimage.com/210x165.png/dddddd/000000,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi,1995,4Runner,3
518,2021-07-26 11:33:20,2021-01-17 22:53:22,2021-09-11 10:11:39,AUTOMATIC,Maroon,33,GASOLINE,http://dummyimage.com/180x233.png/cc0000/ffffff,pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in,1990,Grand Marquis,4
519,2021-09-06 22:32:58,2021-09-12 02:16:34,2021-01-04 02:48:24,AUTOMATIC,Goldenrod,50,GASOLINE,http://dummyimage.com/131x356.png/dddddd/000000,semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan,2009,R8,3
520,2021-02-05 14:01:51,2021-06-01 04:19:59,2021-03-21 17:51:14,AUTOMATIC,Violet,4,DIESEL,http://dummyimage.com/119x159.png/dddddd/000000,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in,2001,530,9
521,2021-04-11 13:24:03,2021-05-18 01:49:12,2021-09-19 23:10:04,AUTOMATIC,Red,10,DIESEL,http://dummyimage.com/114x182.png/5fa2dd/ffffff,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,2006,530,1
522,2021-07-05 19:40:09,2021-04-05 09:08:29,2021-09-17 04:56:16,AUTOMATIC,Crimson,91,GASOLINE,http://dummyimage.com/161x344.png/ff4444/ffffff,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio,1994,Corrado,2
523,2021-01-11 09:41:08,2021-09-13 14:34:31,2021-01-19 07:32:03,STICK,Maroon,89,DIESEL,http://dummyimage.com/182x290.png/cc0000/ffffff,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis,2005,GTO,5
524,2021-02-24 17:38:38,2021-05-08 14:07:54,2021-09-22 16:50:49,AUTOMATIC,Goldenrod,30,GASOLINE,http://dummyimage.com/225x378.png/cc0000/ffffff,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in,1993,E-Class,5
525,2021-06-16 17:49:08,2021-09-20 14:58:02,2021-05-27 18:33:02,AUTOMATIC,Aquamarine,84,GASOLINE,http://dummyimage.com/201x252.png/dddddd/000000,sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum,2012,Escalade,2
526,2021-01-23 02:58:31,2021-06-03 09:20:25,2021-06-30 15:52:25,AUTOMATIC,Aquamarine,48,GASOLINE,http://dummyimage.com/114x326.png/dddddd/000000,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,1993,Mirage,8
527,2021-06-15 04:43:36,2021-07-09 09:24:48,2021-06-05 22:27:47,AUTOMATIC,Goldenrod,44,DIESEL,http://dummyimage.com/234x258.png/ff4444/ffffff,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla,2007,Maxima,10
528,2021-06-13 05:34:57,2021-03-30 00:18:01,2021-08-16 07:57:09,STICK,Red,93,GASOLINE,http://dummyimage.com/167x194.png/ff4444/ffffff,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,1993,Rally Wagon 1500,8
529,2021-01-12 08:29:53,2021-02-04 19:10:02,2021-01-06 19:18:04,STICK,Purple,66,GAS,http://dummyimage.com/244x116.png/5fa2dd/ffffff,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,2011,Express,9
530,2021-05-09 11:43:29,2021-05-03 16:39:26,2021-02-12 13:41:59,STICK,Fuscia,76,GAS,http://dummyimage.com/105x339.png/cc0000/ffffff,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,1985,Caravan,2
531,2021-06-16 08:37:27,2021-09-10 07:27:21,2021-05-07 08:19:54,AUTOMATIC,Aquamarine,16,DIESEL,http://dummyimage.com/229x340.png/ff4444/ffffff,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem,1993,Protege,8
532,2021-09-22 01:55:38,2021-02-20 00:52:39,2021-06-26 16:55:40,AUTOMATIC,Fuscia,91,DIESEL,http://dummyimage.com/137x208.png/cc0000/ffffff,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh,2011,XK,4
533,2021-08-13 01:20:47,2021-09-18 18:15:22,2021-05-10 15:07:01,AUTOMATIC,Goldenrod,27,DIESEL,http://dummyimage.com/239x199.png/5fa2dd/ffffff,orci mauris lacinia sapien quis libero nullam sit amet turpis,2007,MDX,7
534,2021-01-13 12:02:40,2021-05-10 20:26:15,2021-05-04 15:36:57,STICK,Teal,53,GASOLINE,http://dummyimage.com/143x314.png/cc0000/ffffff,nunc proin at turpis a pede posuere nonummy integer non velit,1994,Lightning,9
535,2021-04-22 14:10:34,2021-06-05 10:30:43,2021-07-21 01:51:29,AUTOMATIC,Red,94,GASOLINE,http://dummyimage.com/181x158.png/ff4444/ffffff,vel sem sed sagittis nam congue risus semper porta volutpat,2002,Eclipse,5
536,2021-05-11 15:17:22,2021-05-23 21:11:18,2021-06-23 07:31:11,STICK,Pink,88,GASOLINE,http://dummyimage.com/167x177.png/ff4444/ffffff,pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac,2004,Civic,9
537,2021-02-21 16:30:29,2021-01-28 07:34:09,2021-02-21 10:26:21,STICK,Khaki,44,GASOLINE,http://dummyimage.com/135x163.png/dddddd/000000,lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum,1994,Suburban 1500,6
538,2021-06-27 13:36:51,2021-07-19 21:01:09,2021-03-17 19:40:32,STICK,Yellow,25,GAS,http://dummyimage.com/209x211.png/cc0000/ffffff,massa id lobortis convallis tortor risus dapibus augue vel accumsan,1994,Continental,4
539,2021-03-28 22:49:41,2021-08-26 21:55:25,2021-03-19 03:25:17,STICK,Crimson,79,GASOLINE,http://dummyimage.com/242x249.png/ff4444/ffffff,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,1988,Excel,5
540,2021-03-15 04:07:48,2021-07-12 02:35:30,2021-03-01 01:59:59,AUTOMATIC,Purple,4,DIESEL,http://dummyimage.com/172x119.png/5fa2dd/ffffff,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula,2006,Sierra 3500,5
541,2021-06-14 07:13:25,2021-09-11 04:58:07,2021-08-11 20:38:20,STICK,Maroon,20,GASOLINE,http://dummyimage.com/116x394.png/cc0000/ffffff,quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at,2010,Z4,5
542,2021-03-31 17:00:18,2021-08-13 22:50:20,2021-04-24 18:43:36,STICK,Puce,20,GASOLINE,http://dummyimage.com/150x209.png/ff4444/ffffff,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo,2000,Regal,7
543,2021-06-22 15:57:13,2021-03-07 21:36:03,2021-05-20 19:07:19,AUTOMATIC,Aquamarine,27,DIESEL,http://dummyimage.com/239x127.png/5fa2dd/ffffff,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices,1995,Stealth,4
544,2021-02-14 19:31:27,2021-04-06 01:24:46,2021-03-29 02:25:32,AUTOMATIC,Teal,93,GAS,http://dummyimage.com/121x231.png/dddddd/000000,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient,2007,M Roadster,6
545,2021-01-06 14:57:45,2021-05-16 20:30:17,2021-04-10 10:35:47,AUTOMATIC,Pink,42,GASOLINE,http://dummyimage.com/137x392.png/5fa2dd/ffffff,gravida nisi at nibh in hac habitasse platea dictumst aliquam,2008,tC,9
546,2021-06-26 10:31:57,2021-01-09 01:39:37,2021-04-15 14:50:10,AUTOMATIC,Aquamarine,35,DIESEL,http://dummyimage.com/152x140.png/5fa2dd/ffffff,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium,1999,Riviera,7
547,2021-06-02 08:20:13,2021-04-16 09:31:43,2021-05-23 00:19:07,AUTOMATIC,Turquoise,82,GAS,http://dummyimage.com/110x364.png/ff4444/ffffff,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar,1999,Cherokee,6
548,2021-04-19 08:15:31,2021-05-16 07:27:47,2021-03-04 12:24:04,STICK,Maroon,61,DIESEL,http://dummyimage.com/155x110.png/cc0000/ffffff,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh,1995,Tracker,1
549,2021-07-20 06:20:32,2021-04-04 19:50:40,2021-03-05 16:39:09,AUTOMATIC,Green,25,GASOLINE,http://dummyimage.com/171x317.png/cc0000/ffffff,venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,1992,Esprit,9
550,2021-07-26 08:22:27,2021-08-16 14:02:49,2021-08-06 22:21:31,STICK,Mauv,74,DIESEL,http://dummyimage.com/110x334.png/5fa2dd/ffffff,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,1994,3000GT,8
551,2021-05-08 23:00:44,2021-02-15 02:21:12,2021-02-14 00:37:37,AUTOMATIC,Violet,78,GAS,http://dummyimage.com/166x350.png/cc0000/ffffff,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa,1993,Grand Marquis,3
552,2021-08-13 22:10:37,2021-03-15 19:05:27,2021-01-17 10:12:08,STICK,Indigo,99,GAS,http://dummyimage.com/126x347.png/cc0000/ffffff,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin,2005,X-Type,1
553,2021-08-10 12:15:41,2021-09-07 13:18:55,2021-01-04 14:51:51,AUTOMATIC,Turquoise,50,GASOLINE,http://dummyimage.com/202x318.png/cc0000/ffffff,ipsum primis in faucibus orci luctus et ultrices posuere cubilia,1997,Century,6
554,2021-04-12 13:26:45,2021-05-27 18:32:52,2021-07-21 17:41:51,STICK,Yellow,54,GASOLINE,http://dummyimage.com/161x149.png/cc0000/ffffff,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida,1997,Tiburon,10
555,2021-05-18 18:07:31,2021-01-03 21:06:40,2021-04-28 00:51:57,AUTOMATIC,Indigo,24,GAS,http://dummyimage.com/198x218.png/cc0000/ffffff,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec,1999,ES,10
556,2021-02-22 11:15:05,2021-01-20 19:11:10,2021-07-14 21:38:46,STICK,Teal,4,GAS,http://dummyimage.com/229x200.png/dddddd/000000,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis,1985,B2000,8
557,2021-06-26 15:11:42,2021-07-05 05:18:13,2021-07-18 05:57:24,AUTOMATIC,Mauv,91,GAS,http://dummyimage.com/109x399.png/ff4444/ffffff,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non,2012,Armada,5
558,2021-04-30 18:51:01,2021-05-20 10:48:04,2021-06-27 02:58:44,STICK,Puce,79,GASOLINE,http://dummyimage.com/104x251.png/dddddd/000000,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,2011,Outlander Sport,10
559,2021-01-12 08:51:19,2021-07-15 13:00:29,2021-06-08 00:44:48,STICK,Teal,39,DIESEL,http://dummyimage.com/246x215.png/ff4444/ffffff,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula,2009,V50,3
560,2021-07-29 16:42:10,2021-02-06 21:49:20,2021-03-21 09:40:44,AUTOMATIC,Pink,31,GASOLINE,http://dummyimage.com/248x372.png/dddddd/000000,dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis,2001,Eurovan,1
561,2021-05-23 19:45:27,2021-07-27 19:17:22,2021-04-21 10:24:13,STICK,Goldenrod,98,DIESEL,http://dummyimage.com/182x286.png/ff4444/ffffff,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam,2011,Pathfinder,1
562,2021-01-05 07:28:01,2021-05-04 06:00:38,2021-07-05 09:29:22,STICK,Khaki,13,GAS,http://dummyimage.com/125x285.png/5fa2dd/ffffff,tempus sit amet sem fusce consequat nulla nisl nunc nisl,2008,Altima,4
563,2021-01-10 14:42:04,2021-09-15 04:05:09,2021-01-24 14:45:12,STICK,Teal,62,GASOLINE,http://dummyimage.com/232x161.png/5fa2dd/ffffff,id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque,2008,Equinox,8
564,2021-07-22 01:11:44,2021-06-17 13:34:25,2021-03-22 05:07:26,STICK,Blue,70,GASOLINE,http://dummyimage.com/235x203.png/cc0000/ffffff,eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut,2012,MKS,5
565,2021-05-21 10:38:21,2021-04-25 19:05:14,2021-01-14 04:23:59,STICK,Pink,35,GAS,http://dummyimage.com/127x183.png/ff4444/ffffff,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis,1995,Diablo,10
566,2021-07-05 05:31:54,2021-09-13 23:00:19,2021-06-13 03:14:19,STICK,Yellow,57,DIESEL,http://dummyimage.com/210x156.png/cc0000/ffffff,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et,1988,Familia,1
567,2021-03-23 08:47:37,2021-01-03 11:19:59,2021-07-03 23:15:53,AUTOMATIC,Orange,30,DIESEL,http://dummyimage.com/164x290.png/cc0000/ffffff,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices,1998,Boxster,7
568,2021-05-11 21:36:52,2021-03-26 20:00:42,2021-07-27 14:01:11,AUTOMATIC,Puce,42,GAS,http://dummyimage.com/111x217.png/dddddd/000000,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac,1998,Club Wagon,8
569,2021-07-17 03:58:33,2021-05-14 03:14:41,2021-04-09 02:16:40,AUTOMATIC,Yellow,55,GAS,http://dummyimage.com/173x126.png/5fa2dd/ffffff,duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,1992,Econoline E250,1
570,2021-05-25 05:27:21,2021-02-09 22:54:17,2021-01-14 01:10:50,AUTOMATIC,Turquoise,49,GAS,http://dummyimage.com/243x126.png/5fa2dd/ffffff,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna,1995,Ram Van 2500,4
571,2021-03-24 09:28:03,2021-03-28 02:17:27,2021-05-07 06:32:31,STICK,Green,95,GAS,http://dummyimage.com/240x314.png/dddddd/000000,sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet,1988,Passat,1
572,2021-05-25 15:08:20,2021-03-24 03:10:44,2021-02-16 02:02:19,STICK,Indigo,65,GASOLINE,http://dummyimage.com/189x315.png/dddddd/000000,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo,2006,H2 SUV,5
573,2021-01-18 23:24:25,2021-01-05 16:39:40,2021-01-21 22:55:31,AUTOMATIC,Purple,46,DIESEL,http://dummyimage.com/166x187.png/5fa2dd/ffffff,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo,2004,Montero Sport,10
574,2021-08-24 12:57:06,2021-09-12 01:49:56,2021-01-05 11:24:22,AUTOMATIC,Aquamarine,96,DIESEL,http://dummyimage.com/175x291.png/ff4444/ffffff,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus,2011,X5 M,3
575,2021-05-21 02:59:22,2021-05-08 20:08:10,2021-08-09 11:24:25,AUTOMATIC,Maroon,40,GASOLINE,http://dummyimage.com/177x247.png/cc0000/ffffff,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id,2009,Accent,2
576,2021-07-27 20:06:54,2021-04-30 16:58:09,2021-03-29 21:20:18,AUTOMATIC,Crimson,15,GASOLINE,http://dummyimage.com/212x317.png/ff4444/ffffff,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,1993,3 Series,3
577,2021-08-08 08:04:37,2021-05-31 22:01:29,2021-08-29 20:22:04,AUTOMATIC,Pink,42,DIESEL,http://dummyimage.com/135x246.png/cc0000/ffffff,enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in,1992,Park Avenue,7
578,2021-04-18 18:33:26,2021-02-24 16:58:13,2021-09-10 06:20:44,STICK,Pink,25,DIESEL,http://dummyimage.com/240x372.png/5fa2dd/ffffff,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer,2010,FX,6
579,2021-08-21 11:10:58,2021-01-11 14:06:54,2021-02-14 19:56:24,STICK,Puce,37,DIESEL,http://dummyimage.com/154x286.png/dddddd/000000,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam,2012,Cooper,3
580,2021-03-10 14:56:22,2021-08-10 03:07:02,2021-06-11 04:12:26,AUTOMATIC,Orange,59,DIESEL,http://dummyimage.com/205x112.png/dddddd/000000,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper,2000,Astro,9
581,2021-08-17 13:03:59,2021-07-30 03:37:26,2021-04-10 09:03:07,STICK,Orange,38,GAS,http://dummyimage.com/143x368.png/dddddd/000000,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis,2005,X-Type,1
582,2021-02-13 01:36:23,2021-04-04 07:45:46,2021-07-28 04:55:14,STICK,Goldenrod,20,GASOLINE,http://dummyimage.com/196x298.png/ff4444/ffffff,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi,1999,Prowler,7
583,2021-04-16 14:06:12,2021-01-19 20:25:10,2021-05-20 16:15:33,STICK,Yellow,47,GAS,http://dummyimage.com/184x254.png/dddddd/000000,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem,2009,Azure,3
584,2021-05-17 04:18:06,2021-02-06 19:56:54,2021-04-28 08:22:38,AUTOMATIC,Crimson,88,GAS,http://dummyimage.com/123x197.png/5fa2dd/ffffff,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi,1998,Cavalier,9
585,2021-06-22 19:29:03,2021-08-03 09:25:37,2021-08-20 20:25:08,STICK,Blue,90,DIESEL,http://dummyimage.com/168x309.png/cc0000/ffffff,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum,1992,Fox,7
586,2021-01-22 19:32:00,2021-08-23 04:40:01,2021-01-15 00:31:18,STICK,Orange,3,DIESEL,http://dummyimage.com/129x272.png/5fa2dd/ffffff,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse,1998,Sable,8
587,2021-07-04 13:49:26,2021-01-12 21:45:53,2021-02-14 19:03:43,AUTOMATIC,Blue,32,DIESEL,http://dummyimage.com/236x324.png/dddddd/000000,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante,1993,Bravada,2
588,2021-05-22 17:35:01,2021-01-11 12:00:48,2021-03-23 18:54:37,STICK,Indigo,49,GASOLINE,http://dummyimage.com/242x363.png/cc0000/ffffff,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla,2007,Civic,2
589,2021-05-16 11:45:14,2021-01-05 16:42:34,2021-04-24 07:01:19,STICK,Khaki,42,DIESEL,http://dummyimage.com/224x266.png/cc0000/ffffff,ut tellus nulla ut erat id mauris vulputate elementum nullam varius,2008,Mazda3,5
590,2021-01-18 02:32:47,2021-06-05 05:12:53,2021-02-25 08:49:13,AUTOMATIC,Violet,16,DIESEL,http://dummyimage.com/153x202.png/5fa2dd/ffffff,turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum,2005,Gallardo,2
591,2021-06-30 12:28:15,2021-02-15 21:17:58,2021-01-28 10:07:45,STICK,Aquamarine,70,GAS,http://dummyimage.com/117x205.png/dddddd/000000,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor,2011,Tundra,3
592,2021-03-05 07:37:31,2021-06-14 23:39:01,2021-04-11 08:42:51,STICK,Turquoise,55,GAS,http://dummyimage.com/157x214.png/cc0000/ffffff,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo,2004,SC,8
